X-1_norm,X-2_norm
1.0,0.9935897435897436
0.9627329192546583,0.9102564102564104
0.8819875776397514,0.9230769230769231
0.8944099378881987,0.9487179487179487
0.9192546583850931,0.9551282051282051
0.9254658385093169,0.9551282051282051
0.9254658385093169,0.9935897435897436
0.9627329192546583,1.0
0.968944099378882,0.9935897435897436
0.9627329192546583,0.9871794871794872
0.9565217391304348,0.9807692307692308
0.9503105590062111,0.9230769230769231
0.8944099378881987,0.8461538461538463
0.8198757763975155,0.8076923076923077
0.7826086956521738,0.7756410256410255
0.7515527950310559,0.8205128205128205
0.7950310559006211,0.858974358974359
0.8322981366459627,0.8205128205128205
0.7950310559006211,0.7948717948717949
0.7701863354037266,0.7756410256410255
0.7515527950310559,0.8012820512820513
0.7763975155279503,0.7628205128205128
0.7391304347826086,0.6923076923076923
0.670807453416149,0.7051282051282051
0.6832298136645962,0.7243589743589742
0.701863354037267,0.6987179487179487
0.6770186335403727,0.7243589743589742
0.701863354037267,0.6987179487179487
0.6770186335403727,0.6730769230769231
0.6521739130434783,0.6794871794871795
0.6583850931677018,0.7179487179487178
0.6956521739130435,0.6858974358974359
0.6645962732919255,0.6538461538461537
0.6335403726708073,0.6538461538461537
0.6335403726708073,0.6858974358974359
0.6645962732919255,0.6858974358974359
0.6645962732919255,0.6858974358974359
0.6645962732919255,0.641025641025641
0.6211180124223603,0.6346153846153846
0.6149068322981366,0.6346153846153846
0.6149068322981366,0.6858974358974359
0.6645962732919255,0.6730769230769231
0.6521739130434783,0.6794871794871795
0.6583850931677018,0.7756410256410255
0.7515527950310559,0.8076923076923077
0.7826086956521738,0.8076923076923077
0.7826086956521738,0.7628205128205128
0.7391304347826086,0.7820512820512822
0.7577639751552796,0.7884615384615385
0.7639751552795031,0.7820512820512822
0.7577639751552796,0.7564102564102564
0.7329192546583851,0.7628205128205128
0.7391304347826086,0.7756410256410255
0.7515527950310559,0.7051282051282051
0.6832298136645962,0.6666666666666665
0.6459627329192545,0.6474358974358974
0.6273291925465838,0.641025641025641
0.6211180124223603,0.641025641025641
0.6211180124223603,0.641025641025641
0.6211180124223603,0.6538461538461537
0.6335403726708073,0.641025641025641
0.6211180124223603,0.6282051282051282
0.6086956521739131,0.6217948717948718
0.6024844720496894,0.608974358974359
0.5900621118012421,0.5897435897435896
0.5714285714285714,0.5320512820512819
0.515527950310559,0.5128205128205128
0.4968944099378882,0.5897435897435896
0.5714285714285714,0.5833333333333333
0.5652173913043479,0.5833333333333333
0.5652173913043479,0.5833333333333333
0.5652173913043479,0.5576923076923077
0.5403726708074534,0.5448717948717949
0.5279503105590062,0.5641025641025641
0.5465838509316769,0.5384615384615383
0.5217391304347825,0.5256410256410255
0.5093167701863355,0.49999999999999994
0.48447204968944096,0.49999999999999994
0.48447204968944096,0.5128205128205128
0.4968944099378882,0.5256410256410255
0.5093167701863355,0.5192307692307692
0.5031055900621118,0.5128205128205128
0.4968944099378882,0.4679487179487179
0.453416149068323,0.43589743589743585
0.42236024844720493,0.4166666666666667
0.4037267080745341,0.38461538461538464
0.37267080745341613,0.4038461538461538
0.391304347826087,0.3974358974358974
0.38509316770186336,0.391025641025641
0.37888198757763975,0.3974358974358974
0.38509316770186336,0.37820512820512814
0.3664596273291925,0.3461538461538461
0.33540372670807456,0.3557692307692308
0.3447204968944099,0.36858974358974356
0.35714285714285715,0.37179487179487175
0.3602484472049689,0.3429487179487179
0.3322981366459627,0.3333333333333333
0.32298136645962733,0.3269230769230769
0.3167701863354037,0.36217948717948717
0.35093167701863354,0.37820512820512814
0.3664596273291925,0.37820512820512814
0.3664596273291925,0.36858974358974356
0.35714285714285715,0.358974358974359
0.3478260869565217,0.37499999999999994
0.36335403726708076,0.3397435897435897
0.32919254658385094,0.4102564102564102
0.3975155279503106,0.391025641025641
0.37888198757763975,0.391025641025641
0.37888198757763975,0.43589743589743585
0.42236024844720493,0.4230769230769231
0.4099378881987577,0.44871794871794873
0.43478260869565216,0.4102564102564102
0.3975155279503106,0.36538461538461536
0.3540372670807453,0.3493589743589743
0.3385093167701863,0.3397435897435897
0.32919254658385094,0.3301282051282051
0.31987577639751547,0.2916666666666667
0.2826086956521739,0.25641025641025633
0.24844720496894407,0.22115384615384615
0.21428571428571425,0.1891025641025641
0.18322981366459629,0.16025641025641024
0.15527950310559008,0.1314102564102564
0.12732919254658387,0.10576923076923073
0.10248447204968941,0.08012820512820512
0.07763975155279501,0.057692307692307654
0.05590062111801242,0.03525641025641024
0.03416149068322982,0.016025641025641024
0.01552795031055898,0.057692307692307654
0.05590062111801242,0.038461538461538436
0.03726708074534163,0.04807692307692307
0.046583850931676996,0.04487179487179488
0.043478260869565244,0.03205128205128205
0.031055900621118016,0.016025641025641024
0.01552795031055898,0.02243589743589741
0.021739130434782594,0.02243589743589741
0.021739130434782594,0.012820512820512775
0.012422360248447228,0.0
0.0,0.0288461538461538
0.02795031055900621,0.0288461538461538
0.02795031055900621,0.04807692307692307
0.046583850931676996,0.0288461538461538
0.02795031055900621,0.03525641025641024
0.03416149068322982,0.04166666666666663
0.04037267080745344,0.04487179487179488
0.043478260869565244,0.03205128205128205
0.031055900621118016,0.04166666666666663
0.04037267080745344,0.03525641025641024
0.03416149068322982,0.04166666666666663
0.04037267080745344,0.038461538461538436
0.03726708074534163,0.04807692307692307
0.046583850931676996,0.07371794871794868
0.07142857142857145,0.08012820512820512
0.07763975155279501,0.10256410256410253
0.09937888198757766,0.10256410256410253
0.09937888198757766,0.10576923076923073
0.10248447204968941,0.10256410256410253
0.09937888198757766,0.11858974358974356
0.11490683229813664,0.11217948717948717
0.10869565217391303,0.10576923076923073
0.10248447204968941,0.11217948717948717
0.10869565217391303,0.09935897435897434
0.09627329192546585,0.09615384615384615
0.09316770186335405,0.09935897435897434
0.09627329192546585,0.13461538461538458
0.13043478260869562,0.13461538461538458
0.13043478260869562,0.12179487179487175
0.11801242236024845,0.1314102564102564
0.12732919254658387,0.12179487179487175
0.11801242236024845,0.09615384615384615
0.09316770186335405,0.07371794871794868
0.07142857142857145,0.10897435897435898
0.10559006211180122,0.11858974358974356
0.11490683229813664,0.11538461538461536
0.11180124223602483,0.125
0.12111801242236025,0.13782051282051277
0.13354037267080743,0.1282051282051282
0.12422360248447206,0.125
0.12111801242236025,0.10897435897435898
0.10559006211180122,0.10897435897435898
0.10559006211180122,0.12179487179487175
0.11801242236024845,0.11538461538461536
0.11180124223602483,0.11538461538461536
0.11180124223602483,0.1282051282051282
0.12422360248447206,0.125
0.12111801242236025,0.13461538461538458
0.13043478260869562,0.1474358974358974
0.14285714285714285,0.1506410256410256
0.14596273291925466,0.1538461538461538
0.14906832298136646,0.1506410256410256
0.14596273291925466,0.13782051282051277
0.13354037267080743,0.14102564102564102
0.13664596273291924,0.125
0.12111801242236025,0.125
0.12111801242236025,0.11217948717948717
0.10869565217391303,0.10897435897435898
0.10559006211180122,0.08333333333333331
0.08074534161490682,0.0897435897435897
0.08695652173913043,0.10576923076923073
0.10248447204968941,0.10576923076923073
0.10248447204968941,0.11538461538461536
0.11180124223602483,0.10897435897435898
0.10559006211180122,0.09615384615384615
0.09316770186335405,0.08653846153846151
0.08385093167701863,0.0897435897435897
0.08695652173913043,0.0897435897435897
0.08695652173913043,0.08012820512820512
0.07763975155279501,0.0608974358974359
0.059006211180124224,0.038461538461538436
0.03726708074534163,0.05448717948717946
0.05279503105590061,0.03525641025641024
0.03416149068322982,0.0288461538461538
0.02795031055900621,0.03205128205128205
0.031055900621118016,0.03205128205128205
0.031055900621118016,0.04166666666666663
0.04037267080745344,0.04166666666666663
0.04037267080745344,0.05448717948717946
0.05279503105590061,0.07051282051282048
0.06832298136645965,0.06730769230769229
0.06521739130434784,0.057692307692307654
0.05590062111801242,0.08653846153846151
0.08385093167701863,0.07692307692307693
0.0745341614906832,0.07692307692307693
0.0745341614906832,0.08653846153846151
0.08385093167701863,0.11538461538461536
0.11180124223602483,0.10897435897435898
0.10559006211180122,0.10897435897435898
0.10559006211180122,0.11217948717948717
0.10869565217391303,0.11538461538461536
0.11180124223602483,0.09935897435897434
0.09627329192546585,0.10576923076923073
0.10248447204968941,0.10256410256410253
0.09937888198757766,0.10576923076923073
0.10248447204968941,0.10256410256410253
0.09937888198757766,0.09294871794871795
0.09006211180124224,0.07051282051282048
0.06832298136645965,0.08333333333333331
0.08074534161490682,0.08653846153846151
0.08385093167701863,0.20833333333333331
0.20186335403726707,0.13782051282051277
0.13354037267080743,0.11858974358974356
0.11490683229813664,0.10897435897435898
0.10559006211180122,0.13782051282051277
0.13354037267080743,0.14423076923076922
0.13975155279503104,0.13461538461538458
0.13043478260869562,0.125
